match_id,season,player_name,team_name,available,reason
1082592,2017,DJ Bravo,Mumbai Indians,Yes,Fit
1082592,2017,PJ Cummins,Mumbai Indians,Yes,Fit
1082592,2017,A Symonds,Rising Pune Supergiant,Yes,Fit
1082592,2017,AJ Finch,Rising Pune Supergiant,Yes,Fit
1082592,2017,D Padikkal,Rising Pune Supergiant,Yes,Fit
1082592,2017,DS Kulkarni,Rising Pune Supergiant,Yes,Fit
1082592,2017,MJ McClenaghan,Mumbai Indians,Yes,Fit
1082593,2017,AJ Finch,Kolkata Knight Riders,Yes,Fit
1082593,2017,MA Agarwal,Kolkata Knight Riders,Yes,Fit
1082593,2017,RD Gaikwad,Kolkata Knight Riders,Yes,Fit
1082593,2017,Mandeep Singh,Kolkata Knight Riders,Yes,Fit
1082593,2017,MG Johnson,Kolkata Knight Riders,Yes,Fit
1082593,2017,KD Karthik,Kolkata Knight Riders,Yes,Fit
1082593,2017,F du Plessis,Kolkata Knight Riders,Yes,Fit
1082593,2017,Avesh Khan,Kolkata Knight Riders,Yes,Fit
1082593,2017,MS Dhoni,Gujarat Lions,Yes,Fit
1082593,2017,NV Ojha,Kolkata Knight Riders,Yes,Fit
1082593,2017,CH Morris,Kolkata Knight Riders,Yes,Fit
1082593,2017,M Prasidh Krishna,Gujarat Lions,Yes,Fit
1082593,2017,DJ Hussey,Gujarat Lions,Yes,Fit
1082593,2017,YK Pathan,Gujarat Lions,Yes,Fit
1082593,2017,T Natarajan,Kolkata Knight Riders,Yes,Fit
1082593,2017,RR Pant,Gujarat Lions,Yes,Fit
1082593,2017,JJ Bumrah,Gujarat Lions,Yes,Fit
1082593,2017,GJ Maxwell,Kolkata Knight Riders,Yes,Fit
1082593,2017,DR Smith,Kolkata Knight Riders,Yes,Fit
1082593,2017,JP Duminy,Gujarat Lions,Yes,Fit
1082594,2017,P Kumar,Rising Pune Supergiant,Yes,Fit
1082594,2017,AB Dinda,Punjab Kings,Yes,Fit
1082594,2017,JC Buttler,Punjab Kings,Yes,Fit
1082594,2017,MP Stoinis,Punjab Kings,Yes,Fit
1082594,2017,BJ Hodge,Punjab Kings,Yes,Fit
1082594,2017,Q de Kock,Punjab Kings,Yes,Fit
1082594,2017,S Dhawan,Punjab Kings,Yes,Fit
1082594,2017,MC Henriques,Rising Pune Supergiant,Yes,Fit
1082594,2017,M Prasidh Krishna,Rising Pune Supergiant,No,Fever
1082594,2017,R Bhatia,Rising Pune Supergiant,Yes,Fit
1082594,2017,BB McCullum,Rising Pune Supergiant,Yes,Fit
1082594,2017,RV Uthappa,Punjab Kings,No,Travel delay
1082594,2017,DJ Hooda,Punjab Kings,Yes,Fit
1082594,2017,V Shankar,Punjab Kings,Yes,Fit
1082594,2017,SR Watson,Rising Pune Supergiant,Yes,Fit
1082594,2017,IK Pathan,Rising Pune Supergiant,Yes,Fit
1082594,2017,DR Smith,Rising Pune Supergiant,Yes,Fit
1082594,2017,SN Thakur,Rising Pune Supergiant,Yes,Fit
1082594,2017,PP Shaw,Rising Pune Supergiant,Yes,Fit
1082594,2017,DL Chahar,Punjab Kings,Yes,Fit
1082595,2017,PJ Cummins,Delhi Capitals,Yes,Fit
1082595,2017,Mohammed Shami,Delhi Capitals,Yes,Fit
1082595,2017,L Balaji,Royal Challengers Bangalore,Yes,Fit
1082595,2017,Shubman Gill,Royal Challengers Bangalore,Yes,Fit
1082595,2017,RA Tripathi,Delhi Capitals,Yes,Fit
1082595,2017,JP Duminy,Royal Challengers Bangalore,Yes,Fit
1082595,2017,Shakib Al Hasan,Royal Challengers Bangalore,Yes,Fit
1082595,2017,RP Singh,Royal Challengers Bangalore,Yes,Fit
1082595,2017,MR Marsh,Royal Challengers Bangalore,Yes,Fit
1082595,2017,AR Patel,Royal Challengers Bangalore,No,Suspension
1082595,2017,JP Faulkner,Royal Challengers Bangalore,Yes,Fit
1082595,2017,AJ Finch,Royal Challengers Bangalore,Yes,Fit
1082595,2017,WP Saha,Delhi Capitals,Yes,Fit
1082595,2017,MS Dhoni,Delhi Capitals,Yes,Fit
1082595,2017,SV Samson,Delhi Capitals,Yes,Fit
1082595,2017,N Pooran,Delhi Capitals,No,Covid protocol
1082595,2017,RD Gaikwad,Royal Challengers Bangalore,Yes,Fit
1082595,2017,MEK Hussey,Royal Challengers Bangalore,Yes,Fit
1082595,2017,DR Smith,Delhi Capitals,Yes,Fit
1082595,2017,K Rabada,Delhi Capitals,Yes,Fit
1082596,2017,YBK Jaiswal,Sunrisers Hyderabad,Yes,Fit
1082596,2017,RV Uthappa,Gujarat Lions,Yes,Fit
1082596,2017,DA Warner,Sunrisers Hyderabad,Yes,Fit
1082596,2017,RG Sharma,Gujarat Lions,Yes,Fit
1082596,2017,AK Markram,Sunrisers Hyderabad,Yes,Fit
1082596,2017,M Morkel,Gujarat Lions,Yes,Fit
1082596,2017,PA Patel,Gujarat Lions,Yes,Fit
1082596,2017,A Nehra,Gujarat Lions,Yes,Fit
1082596,2017,N Pooran,Sunrisers Hyderabad,Yes,Fit
1082596,2017,MG Johnson,Gujarat Lions,Yes,Fit
1082596,2017,RP Singh,Sunrisers Hyderabad,Yes,Fit
1082596,2017,Ishan Kishan,Gujarat Lions,Yes,Fit
1082596,2017,CV Varun,Gujarat Lions,Yes,Fit
1082596,2017,MR Marsh,Gujarat Lions,Yes,Fit
1082596,2017,G Gambhir,Gujarat Lions,Yes,Fit
1082596,2017,Harbhajan Singh,Sunrisers Hyderabad,Yes,Fit
1082596,2017,PP Chawla,Gujarat Lions,Yes,Fit
1082596,2017,BB McCullum,Gujarat Lions,Yes,Fit
1082596,2017,P Kumar,Gujarat Lions,Yes,Fit
1082596,2017,UT Yadav,Sunrisers Hyderabad,Yes,Fit
1082597,2017,D Padikkal,Mumbai Indians,Yes,Fit
1082597,2017,R Vinay Kumar,Kolkata Knight Riders,Yes,Fit
1082597,2017,KV Sharma,Kolkata Knight Riders,Yes,Fit
1082597,2017,RA Jadeja,Mumbai Indians,Yes,Fit
1082597,2017,AC Gilchrist,Kolkata Knight Riders,Yes,Fit
1082597,2017,NT Tilak Varma,Mumbai Indians,Yes,Fit
1082597,2017,MP Stoinis,Mumbai Indians,No,Shoulder injury
1082597,2017,B Sai Sudharsan,Kolkata Knight Riders,Yes,Fit
1082597,2017,AB de Villiers,Kolkata Knight Riders,Yes,Fit
1082597,2017,KK Nair,Mumbai Indians,Yes,Fit
1082597,2017,RR Pant,Mumbai Indians,Yes,Fit
1082597,2017,JH Kallis,Mumbai Indians,Yes,Fit
1082597,2017,V Shankar,Mumbai Indians,Yes,Fit
1082597,2017,VR Iyer,Kolkata Knight Riders,Yes,Fit
1082597,2017,MG Johnson,Mumbai Indians,Yes,Fit
1082597,2017,EJG Morgan,Kolkata Knight Riders,No,Covid protocol
1082597,2017,TA Boult,Kolkata Knight Riders,Yes,Fit
1082597,2017,MJ McClenaghan,Mumbai Indians,Yes,Fit
1082597,2017,RP Singh,Kolkata Knight Riders,Yes,Fit
1082597,2017,L Balaji,Mumbai Indians,Yes,Fit
1082598,2017,BJ Hodge,Royal Challengers Bangalore,Yes,Fit
1082598,2017,JM Bairstow,Royal Challengers Bangalore,Yes,Fit
1082598,2017,V Shankar,Punjab Kings,Yes,Fit
1082598,2017,SC Ganguly,Royal Challengers Bangalore,Yes,Fit
1082598,2017,AR Patel,Royal Challengers Bangalore,Yes,Fit
1082598,2017,AM Rahane,Punjab Kings,Yes,Fit
1082598,2017,CH Morris,Royal Challengers Bangalore,Yes,Fit
1082598,2017,NV Ojha,Punjab Kings,Yes,Fit
1082598,2017,KV Sharma,Punjab Kings,Yes,Fit
1082598,2017,A Symonds,Punjab Kings,Yes,Fit
1082598,2017,HH Pandya,Punjab Kings,Yes,Fit
1082598,2017,MR Marsh,Royal Challengers Bangalore,Yes,Fit
1082598,2017,SR Watson,Royal Challengers Bangalore,Yes,Fit
1082598,2017,S Dube,Royal Challengers Bangalore,Yes,Fit
1082598,2017,Yuvraj Singh,Royal Challengers Bangalore,Yes,Fit
1082598,2017,N Pooran,Punjab Kings,Yes,Fit
1082598,2017,T Natarajan,Royal Challengers Bangalore,No,Suspension
1082598,2017,MK Tiwary,Punjab Kings,Yes,Fit
1082598,2017,NT Tilak Varma,Royal Challengers Bangalore,Yes,Fit
1082598,2017,R Vinay Kumar,Punjab Kings,Yes,Fit
1082599,2017,VR Iyer,Rising Pune Supergiant,Yes,Fit
1082599,2017,Kuldeep Yadav,Rising Pune Supergiant,Yes,Fit
1082599,2017,A Mishra,Rising Pune Supergiant,Yes,Fit
1082599,2017,M Prasidh Krishna,Delhi Capitals,Yes,Fit
1082599,2017,I Sharma,Delhi Capitals,Yes,Fit
1082599,2017,Ravi Bishnoi,Delhi Capitals,Yes,Fit
1082599,2017,Mandeep Singh,Rising Pune Supergiant,Yes,Fit
1082599,2017,SE Marsh,Delhi Capitals,Yes,Fit
1082599,2017,B Kumar,Delhi Capitals,Yes,Fit
1082599,2017,R Tewatia,Rising Pune Supergiant,Yes,Fit
1082599,2017,KS Williamson,Rising Pune Supergiant,Yes,Fit
1082599,2017,IK Pathan,Rising Pune Supergiant,Yes,Fit
1082599,2017,BJ Hodge,Rising Pune Supergiant,Yes,Fit
1082599,2017,RP Singh,Rising Pune Supergiant,No,Back spasm
1082599,2017,MM Ali,Rising Pune Supergiant,Yes,Fit
1082599,2017,R Bhatia,Delhi Capitals,Yes,Fit
1082599,2017,T Natarajan,Rising Pune Supergiant,Yes,Fit
1082599,2017,AJ Finch,Rising Pune Supergiant,Yes,Fit
1082599,2017,DPMD Jayawardene,Rising Pune Supergiant,Yes,Fit
1082599,2017,WP Saha,Delhi Capitals,No,Back spasm
1082600,2017,RA Tripathi,Mumbai Indians,Yes,Fit
1082600,2017,M Prasidh Krishna,Sunrisers Hyderabad,Yes,Fit
1082600,2017,RD Gaikwad,Mumbai Indians,Yes,Fit
1082600,2017,V Shankar,Mumbai Indians,Yes,Fit
1082600,2017,PP Chawla,Sunrisers Hyderabad,Yes,Fit
1082600,2017,SM Curran,Sunrisers Hyderabad,Yes,Fit
1082600,2017,JM Bairstow,Mumbai Indians,Yes,Fit
1082600,2017,Washington Sundar,Sunrisers Hyderabad,Yes,Fit
1082600,2017,R Parag,Sunrisers Hyderabad,Yes,Fit
1082600,2017,SA Yadav,Sunrisers Hyderabad,Yes,Fit
1082600,2017,JD Unadkat,Mumbai Indians,Yes,Fit
1082600,2017,Rashid Khan,Sunrisers Hyderabad,Yes,Fit
1082600,2017,UT Yadav,Mumbai Indians,Yes,Fit
1082600,2017,VR Iyer,Sunrisers Hyderabad,Yes,Fit
1082600,2017,AD Russell,Sunrisers Hyderabad,Yes,Fit
1082600,2017,Ishan Kishan,Mumbai Indians,Yes,Fit
1082600,2017,SV Samson,Mumbai Indians,Yes,Fit
1082600,2017,Q de Kock,Mumbai Indians,Yes,Fit
1082600,2017,SN Thakur,Mumbai Indians,Yes,Fit
1082600,2017,Abhishek Sharma,Mumbai Indians,Yes,Fit
1082601,2017,G Gambhir,Punjab Kings,Yes,Fit
1082601,2017,NT Tilak Varma,Kolkata Knight Riders,Yes,Fit
1082601,2017,R Bhatia,Punjab Kings,Yes,Fit
1082601,2017,SR Watson,Kolkata Knight Riders,Yes,Fit
1082601,2017,NV Ojha,Kolkata Knight Riders,Yes,Fit
1082601,2017,MC Henriques,Kolkata Knight Riders,Yes,Fit
1082601,2017,IK Pathan,Punjab Kings,Yes,Fit
1082601,2017,MP Stoinis,Punjab Kings,Yes,Fit
1082601,2017,Kuldeep Yadav,Punjab Kings,Yes,Fit
1082601,2017,JD Unadkat,Punjab Kings,Yes,Fit
1082601,2017,MR Marsh,Punjab Kings,Yes,Fit
1082601,2017,MM Sharma,Punjab Kings,Yes,Fit
1082601,2017,A Symonds,Kolkata Knight Riders,Yes,Fit
1082601,2017,Shakib Al Hasan,Kolkata Knight Riders,Yes,Fit
1082601,2017,DJ Bravo,Kolkata Knight Riders,Yes,Fit
1082601,2017,S Badrinath,Punjab Kings,Yes,Fit
1082601,2017,Q de Kock,Kolkata Knight Riders,No,Travel delay
1082601,2017,Washington Sundar,Kolkata Knight Riders,Yes,Fit
1082601,2017,SK Raina,Kolkata Knight Riders,No,Covid protocol
1082601,2017,TA Boult,Kolkata Knight Riders,No,Covid protocol
1082602,2017,KC Sangakkara,Royal Challengers Bangalore,Yes,Fit
1082602,2017,BA Stokes,Mumbai Indians,Yes,Fit
1082602,2017,S Dhawan,Royal Challengers Bangalore,Yes,Fit
1082602,2017,DPMD Jayawardene,Royal Challengers Bangalore,Yes,Fit
1082602,2017,AK Markram,Royal Challengers Bangalore,Yes,Fit
1082602,2017,Prabhsimran Singh,Mumbai Indians,Yes,Fit
1082602,2017,A Mishra,Mumbai Indians,Yes,Fit
1082602,2017,JP Duminy,Mumbai Indians,Yes,Fit
1082602,2017,KK Ahmed,Mumbai Indians,Yes,Fit
1082602,2017,SM Curran,Royal Challengers Bangalore,Yes,Fit
1082602,2017,TA Boult,Royal Challengers Bangalore,Yes,Fit
1082602,2017,RG Sharma,Mumbai Indians,Yes,Fit
1082602,2017,JJ Bumrah,Royal Challengers Bangalore,Yes,Fit
1082602,2017,JH Kallis,Royal Challengers Bangalore,Yes,Fit
1082602,2017,DA Miller,Royal Challengers Bangalore,Yes,Fit
1082602,2017,Yuvraj Singh,Mumbai Indians,Yes,Fit
1082602,2017,YK Pathan,Mumbai Indians,Yes,Fit
1082602,2017,MK Pandey,Mumbai Indians,Yes,Fit
1082602,2017,SC Ganguly,Royal Challengers Bangalore,Yes,Fit
1082602,2017,S Badrinath,Mumbai Indians,Yes,Fit
1082603,2017,Sandeep Sharma,Rising Pune Supergiant,Yes,Fit
1082603,2017,JJ Bumrah,Rising Pune Supergiant,Yes,Fit
1082603,2017,JC Buttler,Gujarat Lions,Yes,Fit
1082603,2017,IK Pathan,Rising Pune Supergiant,Yes,Fit
1082603,2017,Mohammed Shami,Gujarat Lions,Yes,Fit
1082603,2017,MK Tiwary,Rising Pune Supergiant,Yes,Fit
1082603,2017,R Dravid,Gujarat Lions,Yes,Fit
1082603,2017,HV Patel,Rising Pune Supergiant,Yes,Fit
1082603,2017,R Ashwin,Gujarat Lions,Yes,Fit
1082603,2017,RD Gaikwad,Gujarat Lions,Yes,Fit
1082603,2017,DW Steyn,Gujarat Lions,Yes,Fit
1082603,2017,S Dube,Gujarat Lions,Yes,Fit
1082603,2017,Kuldeep Yadav,Gujarat Lions,Yes,Fit
1082603,2017,SN Thakur,Rising Pune Supergiant,No,Quad strain
1082603,2017,Rashid Khan,Rising Pune Supergiant,Yes,Fit
1082603,2017,KH Pandya,Rising Pune Supergiant,Yes,Fit
1082603,2017,Imran Tahir,Rising Pune Supergiant,Yes,Fit
1082603,2017,SP Narine,Rising Pune Supergiant,Yes,Fit
1082603,2017,AB de Villiers,Rising Pune Supergiant,Yes,Fit
1082603,2017,CH Morris,Gujarat Lions,Yes,Fit
1082604,2017,R Dravid,Kolkata Knight Riders,Yes,Fit
1082604,2017,M Prasidh Krishna,Kolkata Knight Riders,Yes,Fit
1082604,2017,MM Sharma,Kolkata Knight Riders,Yes,Fit
1082604,2017,V Sehwag,Sunrisers Hyderabad,Yes,Fit
1082604,2017,P Kumar,Kolkata Knight Riders,Yes,Fit
1082604,2017,PA Patel,Sunrisers Hyderabad,Yes,Fit
1082604,2017,VR Iyer,Sunrisers Hyderabad,Yes,Fit
1082604,2017,DR Smith,Sunrisers Hyderabad,Yes,Fit
1082604,2017,RD Chahar,Kolkata Knight Riders,Yes,Fit
1082604,2017,KL Rahul,Kolkata Knight Riders,Yes,Fit
1082604,2017,Ishan Kishan,Sunrisers Hyderabad,Yes,Fit
1082604,2017,JA Morkel,Kolkata Knight Riders,Yes,Fit
1082604,2017,MJ McClenaghan,Kolkata Knight Riders,Yes,Fit
1082604,2017,YBK Jaiswal,Sunrisers Hyderabad,Yes,Fit
1082604,2017,AD Russell,Sunrisers Hyderabad,Yes,Fit
1082604,2017,A Nehra,Sunrisers Hyderabad,Yes,Fit
1082604,2017,R Parag,Sunrisers Hyderabad,Yes,Fit
1082604,2017,DJ Hooda,Sunrisers Hyderabad,Yes,Fit
1082604,2017,I Sharma,Sunrisers Hyderabad,Yes,Fit
1082604,2017,B Kumar,Sunrisers Hyderabad,Yes,Fit
1082605,2017,SR Tendulkar,Delhi Capitals,Yes,Fit
1082605,2017,RD Gaikwad,Delhi Capitals,Yes,Fit
1082605,2017,NV Ojha,Punjab Kings,Yes,Fit
1082605,2017,MA Starc,Delhi Capitals,Yes,Fit
1082605,2017,CH Gayle,Punjab Kings,Yes,Fit
1082605,2017,Ravi Bishnoi,Delhi Capitals,Yes,Fit
1082605,2017,Shubman Gill,Delhi Capitals,Yes,Fit
1082605,2017,PP Shaw,Delhi Capitals,Yes,Fit
1082605,2017,M Morkel,Delhi Capitals,Yes,Fit
1082605,2017,JC Archer,Delhi Capitals,Yes,Fit
1082605,2017,SC Ganguly,Punjab Kings,Yes,Fit
1082605,2017,AB de Villiers,Delhi Capitals,Yes,Fit
1082605,2017,MA Agarwal,Delhi Capitals,Yes,Fit
1082605,2017,DA Warner,Delhi Capitals,Yes,Fit
1082605,2017,SL Malinga,Punjab Kings,Yes,Fit
1082605,2017,Mohammed Siraj,Delhi Capitals,Yes,Fit
1082605,2017,EJG Morgan,Punjab Kings,Yes,Fit
1082605,2017,SS Iyer,Delhi Capitals,Yes,Fit
1082605,2017,PA Patel,Punjab Kings,Yes,Fit
1082605,2017,V Kohli,Punjab Kings,Yes,Fit
1082606,2017,Mohammed Shami,Gujarat Lions,Yes,Fit
1082606,2017,A Mishra,Mumbai Indians,Yes,Fit
1082606,2017,HV Patel,Mumbai Indians,Yes,Fit
1082606,2017,A Symonds,Mumbai Indians,Yes,Fit
1082606,2017,SS Iyer,Gujarat Lions,Yes,Fit
1082606,2017,AK Markram,Gujarat Lions,Yes,Fit
1082606,2017,MM Patel,Gujarat Lions,No,Covid protocol
1082606,2017,KL Rahul,Gujarat Lions,Yes,Fit
1082606,2017,Harbhajan Singh,Gujarat Lions,Yes,Fit
1082606,2017,NT Tilak Varma,Gujarat Lions,Yes,Fit
1082606,2017,MA Agarwal,Mumbai Indians,Yes,Fit
1082606,2017,EJG Morgan,Mumbai Indians,Yes,Fit
1082606,2017,SS Tiwary,Gujarat Lions,No,Knee injury
1082606,2017,DL Chahar,Gujarat Lions,Yes,Fit
1082606,2017,MP Stoinis,Mumbai Indians,Yes,Fit
1082606,2017,SA Yadav,Gujarat Lions,Yes,Fit
1082606,2017,DPMD Jayawardene,Mumbai Indians,Yes,Fit
1082606,2017,SP Narine,Mumbai Indians,Yes,Fit
1082606,2017,JD Unadkat,Mumbai Indians,Yes,Fit
1082606,2017,PP Ojha,Gujarat Lions,Yes,Fit
1082607,2017,Q de Kock,Rising Pune Supergiant,Yes,Fit
1082607,2017,V Sehwag,Royal Challengers Bangalore,Yes,Fit
1082607,2017,DA Warner,Rising Pune Supergiant,Yes,Fit
1082607,2017,Rashid Khan,Rising Pune Supergiant,Yes,Fit
1082607,2017,GJ Maxwell,Rising Pune Supergiant,Yes,Fit
1082607,2017,JM Bairstow,Rising Pune Supergiant,Yes,Fit
1082607,2017,DA Miller,Rising Pune Supergiant,Yes,Fit
1082607,2017,M Morkel,Rising Pune Supergiant,Yes,Fit
1082607,2017,Arshdeep Singh,Rising Pune Supergiant,Yes,Fit
1082607,2017,RR Pant,Rising Pune Supergiant,Yes,Fit
1082607,2017,G Gambhir,Rising Pune Supergiant,Yes,Fit
1082607,2017,DW Steyn,Royal Challengers Bangalore,Yes,Fit
1082607,2017,Yuvraj Singh,Royal Challengers Bangalore,Yes,Fit
1082607,2017,JJ Bumrah,Rising Pune Supergiant,Yes,Fit
1082607,2017,IK Pathan,Rising Pune Supergiant,Yes,Fit
1082607,2017,SV Samson,Rising Pune Supergiant,Yes,Fit
1082607,2017,YK Pathan,Rising Pune Supergiant,Yes,Fit
1082607,2017,JP Duminy,Royal Challengers Bangalore,Yes,Fit
1082607,2017,PA Patel,Rising Pune Supergiant,Yes,Fit
1082607,2017,Mohammed Siraj,Royal Challengers Bangalore,Yes,Fit
1082608,2017,D Padikkal,Kolkata Knight Riders,Yes,Fit
1082608,2017,DA Warner,Kolkata Knight Riders,Yes,Fit
1082608,2017,A Nehra,Delhi Capitals,Yes,Fit
1082608,2017,IK Pathan,Delhi Capitals,Yes,Fit
1082608,2017,V Kohli,Delhi Capitals,Yes,Fit
1082608,2017,DJ Hussey,Delhi Capitals,Yes,Fit
1082608,2017,KD Karthik,Delhi Capitals,Yes,Fit
1082608,2017,AR Patel,Delhi Capitals,Yes,Fit
1082608,2017,RA Jadeja,Kolkata Knight Riders,Yes,Fit
1082608,2017,SK Raina,Kolkata Knight Riders,Yes,Fit
1082608,2017,MS Dhoni,Kolkata Knight Riders,Yes,Fit
1082608,2017,AK Markram,Kolkata Knight Riders,Yes,Fit
1082608,2017,KC Sangakkara,Kolkata Knight Riders,Yes,Fit
1082608,2017,SS Tiwary,Kolkata Knight Riders,Yes,Fit
1082608,2017,MA Agarwal,Kolkata Knight Riders,Yes,Fit
1082608,2017,G Gambhir,Delhi Capitals,Yes,Fit
1082608,2017,JC Archer,Kolkata Knight Riders,Yes,Fit
1082608,2017,RR Pant,Kolkata Knight Riders,Yes,Fit
1082608,2017,RP Singh,Delhi Capitals,Yes,Fit
1082608,2017,WP Saha,Delhi Capitals,Yes,Fit
1082609,2017,RP Singh,Sunrisers Hyderabad,Yes,Fit
1082609,2017,B Sai Sudharsan,Punjab Kings,Yes,Fit
1082609,2017,T Natarajan,Punjab Kings,Yes,Fit
1082609,2017,D Padikkal,Sunrisers Hyderabad,Yes,Fit
1082609,2017,JP Faulkner,Sunrisers Hyderabad,Yes,Fit
1082609,2017,Washington Sundar,Sunrisers Hyderabad,Yes,Fit
1082609,2017,EJG Morgan,Punjab Kings,Yes,Fit
1082609,2017,RD Gaikwad,Sunrisers Hyderabad,Yes,Fit
1082609,2017,MK Pandey,Punjab Kings,Yes,Fit
1082609,2017,RG Sharma,Sunrisers Hyderabad,Yes,Fit
1082609,2017,MM Ali,Punjab Kings,Yes,Fit
1082609,2017,YK Pathan,Punjab Kings,Yes,Fit
1082609,2017,BB McCullum,Sunrisers Hyderabad,Yes,Fit
1082609,2017,KC Sangakkara,Sunrisers Hyderabad,Yes,Fit
1082609,2017,PP Ojha,Sunrisers Hyderabad,Yes,Fit
1082609,2017,MJ McClenaghan,Punjab Kings,Yes,Fit
1082609,2017,SL Malinga,Punjab Kings,Yes,Fit
1082609,2017,UT Yadav,Sunrisers Hyderabad,Yes,Fit
1082609,2017,AR Patel,Punjab Kings,Yes,Fit
1082609,2017,V Shankar,Sunrisers Hyderabad,No,Back spasm
1082610,2017,AC Gilchrist,Gujarat Lions,Yes,Fit
1082610,2017,Rashid Khan,Gujarat Lions,Yes,Fit
1082610,2017,AD Russell,Royal Challengers Bangalore,Yes,Fit
1082610,2017,DJ Bravo,Gujarat Lions,Yes,Fit
1082610,2017,CH Morris,Royal Challengers Bangalore,Yes,Fit
1082610,2017,K Rabada,Gujarat Lions,Yes,Fit
1082610,2017,Ishan Kishan,Royal Challengers Bangalore,Yes,Fit
1082610,2017,MA Starc,Royal Challengers Bangalore,Yes,Fit
1082610,2017,SV Samson,Gujarat Lions,Yes,Fit
1082610,2017,SS Tiwary,Royal Challengers Bangalore,Yes,Fit
1082610,2017,RR Pant,Gujarat Lions,Yes,Fit
1082610,2017,VR Iyer,Royal Challengers Bangalore,Yes,Fit
1082610,2017,YK Pathan,Gujarat Lions,Yes,Fit
1082610,2017,KH Pandya,Royal Challengers Bangalore,No,Calf injury
1082610,2017,YBK Jaiswal,Royal Challengers Bangalore,Yes,Fit
1082610,2017,AK Markram,Royal Challengers Bangalore,Yes,Fit
1082610,2017,DL Chahar,Royal Challengers Bangalore,Yes,Fit
1082610,2017,DPMD Jayawardene,Royal Challengers Bangalore,No,Finger fracture
1082610,2017,R Tewatia,Royal Challengers Bangalore,Yes,Fit
